director_id|first_name  |last_name       |relative_rating|
       2742|Rod         |Lurie           |     5.32080000|
       3855|Charles     |Binamé          |     5.31820000|
       2668|Arne        |Olsen           |     5.31780000|
       2691|Ricky       |Tognazzi        |     5.31730000|
       1141|George      |Sluizer         |     5.31630000|
        316|Chris       |Claridge        |     5.31580000|
       3301|Michael     |Haneke          |     5.31430000|
       1223|Adam        |Brooks          |     5.31310000|
       1085|Tracy       |Alexson         |     5.31130000|
       3824|Agustí      |Villaronga      |     5.31130000|
       3889|Noboru      |Iguchi          |     5.30930000|
       2627|Donatello   |Dubini          |     5.30890000|
       1198|Fatih       |Akin            |     5.30770000|
       3323|John        |Kretchmer       |     5.30690000|
       3173|Mark        |Osborne         |     5.30630000|
       3789|Jack        |Cornish         |     5.30530000|
       3743|Derek       |Simonds         |     5.30510000|
       1016|Evan        |Aaronson        |     5.30480000|
       3391|Brad        |Marlowe         |     5.30300000|
       3444|Darren      |Fisher          |     5.30230000|
       3683|Jordan      |Brady           |     5.30185000|
       3014|Kory        |Juul            |     5.30000000|
        332|Tim         |Burton          |     5.29900000|
        509|Giorgio     |Serafini        |     5.29890000|
       1581|Patricia    |Mazuy           |     5.29590000|
       4205|Derek       |Vanlint         |     5.29510000|
       3568|Andy        |Graydon         |     5.29460000|
       3870|Andrew      |Dominik         |     5.29410000|
         62|David       |May             |     5.29360000|
       2796|Scott       |Featherstone    |     5.29360000|
       3411|Rob         |Hardy           |     5.29360000|
       1297|Philip      |Kaufman         |     5.29070000|
       3051|Kat         |Candler         |     5.28870000|
       3784|Joe         |Cirillo         |     5.28870000|
       3709|Mary        |Guzmán          |     5.28710000|
        145|David       |Elliot          |     5.28700000|
       2037|Sarah       |Thorp           |     5.28700000|
       1977|Grietje     |Besteman        |     5.28410000|
       3306|Jack        |Fletcher        |     5.28300000|
        885|Andrzej     |Bartkowiak      |     5.28240000|
       1036|Eugene      |Garcia          |     5.28210000|
         22|Teguh       |Karya           |     5.28100000|
       3439|Martin      |Scorsese        |     5.28100000|
       3286|Gary        |Sinyor          |     5.27850000|
       1246|Edward      |Thomas          |     5.27550000|
       4024|Daniel      |Barone          |     5.27500000|
       4041|Laurent     |Dussaux         |     5.27350000|
        129|Michael     |Coldewey        |     5.26740000|
       3123|Reginald    |Hudlin          |     5.26670000|
       3938|K.S.        |Adiyaman        |     5.26600000|
       4072|Alan        |Vint            |     5.26600000|
       1596|Stefan      |Ruzowitzky      |     5.26270000|
       2378|John        |Bradshaw        |     5.26020000|
       2347|Piyush      |Pandya          |     5.25960000|
        421|Pedro       |Costa           |     5.25760000|
       1824|Joey        |Travolta        |     5.25530000|
       3226|Jean-Jacques|Annaud          |     5.25230000|
       2588|Amos        |Kollek          |     5.25000000|
       3933|Julián      |Hernández       |     5.25000000|
       4176|Zoran       |Sudar           |     5.25000000|
       4171|Stewart     |Sugg            |     5.24780000|
       4084|Veronica    |Mannix          |     5.24760000|
       1850|Michael     |Corrente        |     5.24270000|
       3693|George      |Zaloom          |     5.24210000|
       2725|Laura       |Mañá            |     5.24140000|
         56|David       |Douglas         |     5.24040000|
       2993|Paddy       |Breathnach      |     5.24040000|
       2653|Aleks       |Horvat          |     5.23970000|
       3188|William     |Wesley          |     5.23890000|
       3318|Steve       |Suissa          |     5.23760000|
       2099|Jane        |Campion         |     5.23470000|
        839|Stephen     |Erickson        |     5.23420000|
       2521|Cristina    |Comencini       |     5.23420000|
       4234|Jason       |Bloom           |     5.23360000|
       1442|Brian       |Palma           |     5.23160000|
       1782|Uli         |Edel            |     5.23080000|
       1792|Alfonso     |Arau            |     5.23080000|
       3396|Alain       |Robak           |     5.22550000|
       1877|Paul        |Warner          |     5.22220000|
       2541|David       |Shapiro         |     5.22000000|
       1412|Jon         |Shear           |     5.21930000|
       2730|Loren       |Marsh           |     5.21900000|
       1383|Cameron     |Crowe           |     5.21550000|
       3750|Jun         |Falkenstein     |     5.21430000|
       2856|Rodrigo     |García          |     5.21350000|
       1496|Tom         |Dey             |     5.21190000|
       3973|Alexander   |Finbow          |     5.21000000|
       2530|Carlo       |Mazzacurati     |     5.20770000|
        431|Mark        |Archer          |     5.20000000|
       1641|E.          |Merhige         |     5.20000000|
       3313|Victory     |Tischler-Blue   |     5.20000000|
       4254|Michel      |Ocelot          |     5.19630000|
        258|Mark        |Dindal          |     5.19470000|
       2362|Paolo       |Genovese        |     5.19350000|
       2074|Xavier      |Koller          |     5.18200000|
       4116|Judy        |Dumontet        |     5.18100000|
       2368|Tom         |Tykwer          |     5.18000000|
       3198|Spike       |Lee             |     5.17440000|
        358|David       |Twohy           |     5.17390000|
       2470|Brigitte    |Coscas          |     5.17170000|
       1075|Richard     |Lowenstein      |     5.17050000|
       3118|Richard     |Friedman        |     5.16670000|
       1934|Serge       |Rodnunsky       |     5.16400000|
        207|Tim         |Deacon          |     5.16380000|
        247|Barry       |Sonnenfeld      |     5.16360000|
       1471|Gérard      |Krawczyk        |     5.16070000|
       3819|Denis       |Villeneuve      |     5.15790000|
       3557|Amos        |Gitai           |     5.15660000|
       2658|Michael     |Kalesniko       |     5.15530000|
       3371|Jean-Pierre |Mocky           |     5.15000000|
       3096|Hunt        |Hoe             |     5.14430000|
       2280|Ross        |Weber           |     5.14410000|
       3376|Brad        |White           |     5.14410000|
       1565|Kris        |Isacsson        |     5.14290000|
       1929|Elaine      |Proctor         |     5.14290000|
       2209|Mark        |Lester          |     5.14290000|
       2710|Fernando    |Sariñana        |     5.14290000|
       2510|Sergio      |Rubini          |     5.13680000|
       2909|Robb        |Gardner         |     5.13540000|
       3457|Kailash     |Surendranath    |     5.13510000|
       1347|Mary        |McGuckian       |     5.13190000|
       1944|Gary        |Winick          |     5.12960000|
       3352|Jon         |Lindström       |     5.12870000|
       1422|Jordan      |Alan            |     5.12620000|
       2562|Terry       |Noss            |     5.11500000|
       1747|Bill        |Robertson       |     5.11400000|
        322|Des         |McAnuff         |     5.11360000|
       3719|Ruedi       |Gerber          |     5.11110000|
       3770|Philip      |Dolin           |     5.10990000|
        645|Richard     |Caliban         |     5.10910000|
       2786|Stephen     |Sommers         |     5.10870000|
        915|André       |Klotzel         |     5.10780000|
       2165|Stephen     |Metcalfe        |     5.10750000|
       4147|Olivier     |Ducastel        |     5.10680000|
       1919|James       |Wong            |     5.10530000|
        217|Wim         |Wenders         |     5.10310000|
       4239|Joe         |Berlinger       |     5.10100000|
       3738|Giorgio     |Treves          |     5.09900000|
       3673|Lynne       |Stopkewich      |     5.09010000|
       1218|Wolfgang    |Petersen        |     5.08850000|
       2946|Bertrand    |Blier           |     5.08510000|
       3267|Declan      |Lowney          |     5.08490000|
       2988|Christopher |Fink            |     5.08420000|
       3102|Simone      |Bitton          |     5.08330000|
        690|Patrik-Ian  |Polk            |     5.08160000|
        140|Joaquim     |Sapinho         |     5.08080000|
       3236|Michel      |Jetté           |     5.07780000|
        936|Irene       |Turner          |     5.07770000|
       2125|Antony      |Hoffman         |     5.07440000|
        494|Stephen     |Frears          |     5.07220000|
       1055|Damiano     |Damiani         |     5.07140000|
       3881|Vit         |Janecek         |     5.07080000|
         95|Jeremy      |Kasten          |     5.07070000|
       3071|Greg        |Harrison        |     5.07020000|
       2715|Brad        |Anderson        |     5.06840000|
       3699|Peter       |Weyrauch        |     5.06730000|
       2150|Olli        |Saarela         |     5.06380000|
       1125|Bill        |Semans          |     5.06360000|
       2388|Gary        |Jones           |     5.06250000|
       3578|Anne        |Wheeler         |     5.06250000|
        941|Hugh        |Hudson          |     5.05430000|
       2245|Peter       |O'Fallon        |     5.05260000|
       2573|Bryan       |Simon           |     5.04460000|
       3076|Michael     |Bay             |     5.04395000|
       2465|Ed          |Bye             |     5.04050000|
       1109|Hironobu    |Sakaguchi       |     5.03850000|
       1203|Anno        |Saul            |     5.03670000|
       2255|André       |Heerden         |     5.03060000|
       2872|Dein        |Perry           |     5.03000000|
       3056|Lloyd       |Kaufman         |     5.02940000|
       4259|Joyce       |Buñuel          |     5.01710000|
       2617|Christine   |Lahti           |     5.01140000|
        317|Gábor       |Dénes           |     5.01050000|
       1308|Stephen     |Gibbons         |     5.00880000|
       2757|Stephen     |Kay             |     4.99170000|
        680|Alain       |Berliner        |     4.98950000|
        685|William     |Kaufman         |     4.98130000|
       2084|DJ          |Pooh            |     4.97800000|
       2219|Lionel      |Martin          |     4.97800000|
       2315|George      |Jr.             |     4.97200000|
       1737|Howard      |Deutch          |     4.97090000|
       3193|Stavros     |Kazantzidis     |     4.97000000|
       4289|Rick        |Pamplin         |     4.96910000|
       2431|Claude      |Demers          |     4.95920000|
       2547|Guido       |Chiesa          |     4.93460000|
       1606|Jeff        |Celentano       |     4.92590000|
       2012|Pål         |Jackman         |     4.91590000|
       3113|Young       |Kang            |     4.91400000|
       3627|Walt        |Becker          |     4.91180000|
       1011|Alex        |Infascelli      |     4.88990000|
        514|Marek       |Kanievska       |     4.88000000|
        790|Michael     |Meredith        |     4.86180000|
        981|Gregory     |Marquette       |     4.81110000|
       2114|Dominic     |Anciano         |     4.80180000|
       2189|Terence     |Davies          |     4.78500000|
       2455|Hamlet      |Sarkissian      |     4.75530000|
       4210|Lucio       |Pellegrini      |     4.59050000|
